Date,Category,Units_Sold,Avg_Price,Avg_Rating,Price_Elasticity,Weekly_Price
2022-01-02,USBCables,307,360.7236909871244,4.151931330472102,0.9814613526570048,354.04
2022-01-09,USBCables,296,360.7236909871244,4.151931330472102,0.9821256038647344,354.28
2022-01-16,USBCables,327,360.7236909871244,4.151931330472102,0.9802536231884058,353.6
2022-01-23,USBCables,362,360.7236909871244,4.151931330472102,0.9781400966183574,352.84
2022-01-30,USBCables,399,360.7236909871244,4.151931330472102,0.9759057971014493,352.03
2022-02-06,USBCables,319,360.7236909871244,4.151931330472102,0.9807367149758455,353.77
2022-02-13,USBCables,386,360.7236909871244,4.151931330472102,0.9766908212560387,352.32
2022-02-20,USBCables,364,360.7236909871244,4.151931330472102,0.9780193236714976,352.79
2022-02-27,USBCables,327,360.7236909871244,4.151931330472102,0.9802536231884058,353.6
2022-03-06,USBCables,366,360.7236909871244,4.151931330472102,0.9778985507246377,352.75
2022-03-13,USBCables,334,360.7236909871244,4.151931330472102,0.9798309178743961,353.45
2022-03-20,USBCables,336,360.7236909871244,4.151931330472102,0.9797101449275363,353.4
2022-03-27,USBCables,363,360.7236909871244,4.151931330472102,0.9780797101449276,352.82
2022-04-03,USBCables,287,360.7236909871244,4.151931330472102,0.9826690821256039,354.47
2022-04-10,USBCables,294,360.7236909871244,4.151931330472102,0.9822463768115942,354.32
2022-04-17,USBCables,334,360.7236909871244,4.151931330472102,0.9798309178743961,353.45
2022-04-24,USBCables,317,360.7236909871244,4.151931330472102,0.9808574879227053,353.82
2022-05-01,USBCables,361,360.7236909871244,4.151931330472102,0.9782004830917874,352.86
2022-05-08,USBCables,315,360.7236909871244,4.151931330472102,0.9809782608695652,353.86
2022-05-15,USBCables,294,360.7236909871244,4.151931330472102,0.9822463768115942,354.32
2022-05-22,USBCables,387,360.7236909871244,4.151931330472102,0.9766304347826087,352.29
2022-05-29,USBCables,325,360.7236909871244,4.151931330472102,0.9803743961352657,353.64
2022-06-05,USBCables,329,360.7236909871244,4.151931330472102,0.9801328502415458,353.56
2022-06-12,USBCables,274,360.7236909871244,4.151931330472102,0.9834541062801933,354.76
2022-06-19,USBCables,367,360.7236909871244,4.151931330472102,0.9778381642512077,352.73
2022-06-26,USBCables,386,360.7236909871244,4.151931330472102,0.9766908212560387,352.32
2022-07-03,USBCables,331,360.7236909871244,4.151931330472102,0.980012077294686,353.51
2022-07-10,USBCables,382,360.7236909871244,4.151931330472102,0.9769323671497585,352.4
2022-07-17,USBCables,339,360.7236909871244,4.151931330472102,0.9795289855072464,353.34
2022-07-24,USBCables,271,360.7236909871244,4.151931330472102,0.9836352657004831,354.82
2022-07-31,USBCables,256,360.7236909871244,4.151931330472102,0.9845410628019323,355.15
2022-08-07,USBCables,316,360.7236909871244,4.151931330472102,0.9809178743961353,353.84
2022-08-14,USBCables,261,360.7236909871244,4.151931330472102,0.9842391304347826,355.04
2022-08-21,USBCables,229,360.7236909871244,4.151931330472102,0.986171497584541,355.74
2022-08-28,USBCables,273,360.7236909871244,4.151931330472102,0.9835144927536232,354.78
2022-09-04,USBCables,218,360.7236909871244,4.151931330472102,0.9868357487922705,355.98
2022-09-11,USBCables,251,360.7236909871244,4.151931330472102,0.9848429951690821,355.26
2022-09-18,USBCables,196,360.7236909871244,4.151931330472102,0.9881642512077294,356.45
2022-09-25,USBCables,210,360.7236909871244,4.151931330472102,0.9873188405797102,356.15
2022-10-02,USBCables,247,360.7236909871244,4.151931330472102,0.985084541062802,355.34
2022-10-09,USBCables,392,360.7236909871244,4.151931330472102,0.976328502415459,352.18
2022-10-16,USBCables,373,360.7236909871244,4.151931330472102,0.977475845410628,352.6
2022-10-23,USBCables,365,360.7236909871244,4.151931330472102,0.9779589371980676,352.77
2022-10-30,USBCables,361,360.7236909871244,4.151931330472102,0.9782004830917874,352.86
2022-11-06,USBCables,321,360.7236909871244,4.151931330472102,0.9806159420289855,353.73
2022-11-13,USBCables,354,360.7236909871244,4.151931330472102,0.9786231884057971,353.01
2022-11-20,USBCables,369,360.7236909871244,4.151931330472102,0.9777173913043479,352.69
2022-11-27,USBCables,435,360.7236909871244,4.151931330472102,0.9737318840579711,351.25
2022-12-04,USBCables,414,360.7236909871244,4.151931330472102,0.975,351.71
2022-12-11,USBCables,335,360.7236909871244,4.151931330472102,0.9797705314009661,353.43
2022-12-18,USBCables,428,360.7236909871244,4.151931330472102,0.9741545893719806,351.4
2022-12-25,USBCables,406,360.7236909871244,4.151931330472102,0.9754830917874396,351.88
2023-01-01,USBCables,286,360.7236909871244,4.151931330472102,0.9827294685990338,354.49
2023-01-08,USBCables,334,360.7236909871244,4.151931330472102,0.9798309178743961,353.45
2023-01-15,USBCables,356,360.7236909871244,4.151931330472102,0.9785024154589372,352.97
2023-01-22,USBCables,360,360.7236909871244,4.151931330472102,0.9782608695652174,352.88
2023-01-29,USBCables,393,360.7236909871244,4.151931330472102,0.976268115942029,352.16
2023-02-05,USBCables,333,360.7236909871244,4.151931330472102,0.9798913043478261,353.47
2023-02-12,USBCables,361,360.7236909871244,4.151931330472102,0.9782004830917874,352.86
2023-02-19,USBCables,390,360.7236909871244,4.151931330472102,0.9764492753623188,352.23
2023-02-26,USBCables,343,360.7236909871244,4.151931330472102,0.9792874396135266,353.25
2023-03-05,USBCables,358,360.7236909871244,4.151931330472102,0.9783816425120773,352.93
2023-03-12,USBCables,327,360.7236909871244,4.151931330472102,0.9802536231884058,353.6
2023-03-19,USBCables,326,360.7236909871244,4.151931330472102,0.9803140096618358,353.62
2023-03-26,USBCables,402,360.7236909871244,4.151931330472102,0.9757246376811595,351.97
2023-04-02,USBCables,423,360.7236909871244,4.151931330472102,0.9744565217391304,351.51
2023-04-09,USBCables,370,360.7236909871244,4.151931330472102,0.9776570048309179,352.66
2023-04-16,USBCables,409,360.7236909871244,4.151931330472102,0.9753019323671498,351.81
2023-04-23,USBCables,383,360.7236909871244,4.151931330472102,0.9768719806763285,352.38
2023-04-30,USBCables,343,360.7236909871244,4.151931330472102,0.9792874396135266,353.25
2023-05-07,USBCables,377,360.7236909871244,4.151931330472102,0.9772342995169082,352.51
2023-05-14,USBCables,414,360.7236909871244,4.151931330472102,0.975,351.71
2023-05-21,USBCables,353,360.7236909871244,4.151931330472102,0.9786835748792271,353.03
2023-05-28,USBCables,403,360.7236909871244,4.151931330472102,0.9756642512077295,351.95
2023-06-04,USBCables,253,360.7236909871244,4.151931330472102,0.9847222222222223,355.21
2023-06-11,USBCables,363,360.7236909871244,4.151931330472102,0.9780797101449276,352.82
2023-06-18,USBCables,411,360.7236909871244,4.151931330472102,0.9751811594202898,351.77
2023-06-25,USBCables,388,360.7236909871244,4.151931330472102,0.9765700483091787,352.27
2023-07-02,USBCables,397,360.7236909871244,4.151931330472102,0.9760265700483092,352.08
2023-07-09,USBCables,309,360.7236909871244,4.151931330472102,0.9813405797101449,353.99
2023-07-16,USBCables,370,360.7236909871244,4.151931330472102,0.9776570048309179,352.66
2023-07-23,USBCables,303,360.7236909871244,4.151931330472102,0.9817028985507247,354.12
2023-07-30,USBCables,328,360.7236909871244,4.151931330472102,0.9801932367149758,353.58
2023-08-06,USBCables,265,360.7236909871244,4.151931330472102,0.9839975845410628,354.95
2023-08-13,USBCables,252,360.7236909871244,4.151931330472102,0.9847826086956522,355.23
2023-08-20,USBCables,255,360.7236909871244,4.151931330472102,0.9846014492753623,355.17
2023-08-27,USBCables,289,360.7236909871244,4.151931330472102,0.9825483091787439,354.43
2023-09-03,USBCables,269,360.7236909871244,4.151931330472102,0.983756038647343,354.86
2023-09-10,USBCables,244,360.7236909871244,4.151931330472102,0.9852657004830918,355.41
2023-09-17,USBCables,269,360.7236909871244,4.151931330472102,0.983756038647343,354.86
2023-09-24,USBCables,257,360.7236909871244,4.151931330472102,0.9844806763285024,355.13
2023-10-01,USBCables,279,360.7236909871244,4.151931330472102,0.9831521739130434,354.65
2023-10-08,USBCables,356,360.7236909871244,4.151931330472102,0.9785024154589372,352.97
2023-10-15,USBCables,372,360.7236909871244,4.151931330472102,0.9775362318840579,352.62
2023-10-22,USBCables,372,360.7236909871244,4.151931330472102,0.9775362318840579,352.62
2023-10-29,USBCables,333,360.7236909871244,4.151931330472102,0.9798913043478261,353.47
2023-11-05,USBCables,406,360.7236909871244,4.151931330472102,0.9754830917874396,351.88
2023-11-12,USBCables,410,360.7236909871244,4.151931330472102,0.9752415458937198,351.79
2023-11-19,USBCables,406,360.7236909871244,4.151931330472102,0.9754830917874396,351.88
2023-11-26,USBCables,402,360.7236909871244,4.151931330472102,0.9757246376811595,351.97
